"
Employer

","
Job Location
","
Rank or Title
",Specialty,"
Deadline

","
Date Posted
▽

",Application Status
"
Carnegie Mellon University
","
USA
: Pennsylvania
","
Rank Open 
","
Applied Linguistics;
Language Acquisition
","
30-Oct-2015
","
07-Jul-2015
","
closed
"
"
Carnegie Mellon University
","
USA
: Pennsylvania
","
Assistant Professor 
","
Applied Linguistics;
General Linguistics;
Russian
","
30-Oct-2015
","
07-Jul-2015
","
closed
"
"
Bogazici University
","
Turkey
: Istanbul
","
Assistant Professor 
","
General Linguistics
","
15-Aug-2015 
(Open until filled)
","
07-Jul-2015
","
open
"
"
Intel Corporation
","
USA
","
Consultant 
","
Computational Linguistics;
Syntax;
French;
Italian 
","
31-Oct-2015 
(Open until filled)
","
07-Jul-2015
","
open
"
"
University of Maryland
","
USA
: Maryland
","
Rank Open 
Research Faculty
","
General Linguistics
","
17-Jul-2015 
(Open until filled)
","
06-Jul-2015
","
open
"
"
University of Campinas, Brazil
","
Brazil
: Campinas
","
Assistant Professor 
","
Psycholinguistics;
Portuguese
","
13-Aug-2015
","
06-Jul-2015
","
closed
"
"
Education First (EF)
","
China
: Shanghai
","
Manager 
","
Applied Linguistics
","
30-Nov-2015 
(Open until filled)
","
06-Jul-2015
","
open
"
"
University College London (UCL)
","
United Kingdom
: London
","
Lecturer 
","
Syntax
","
03-Aug-2015
","
06-Jul-2015
","
closed
"
"
University of Toronto
","
Canada
: Toronto, Ontario
","
Assistant Professor 
","
Syntax
","
15-Oct-2015
","
03-Jul-2015
","
closed
"
"
The Language Conservancy
","
USA
: Montana
","
Researcher 
Fieldworker
","
General Linguistics;
Language Documentation;
Language Revitalization;
Crow 
","
08-Jul-2015 
(Open until filled)
","
03-Jul-2015
","
open
"
"
The Hong Kong Institute of Education
","
Hong Kong
: Tai Po
","
Assistant Professor 
","
Translation
","
31-Dec-2015 
(Open until filled)
","
02-Jul-2015
","
open
"
"
UiT The Arctic University of Norway
","
Norway
: Tromsø
","
Programmer 
","
Computational Linguistics
","
16-Aug-2015
","
02-Jul-2015
","
closed
"
"
Hokkaido University
","
Japan
: Sapporo, Hokkaido
","
Asst/Assoc Professor 
","
Applied Linguistics;
Discourse Analysis;
English;
Japanese 
","
17-Aug-2015
","
02-Jul-2015
","
closed
"
"
New York University
","
USA
: New York
","
Faculty Fellow
","
Computational Linguistics
","
01-Jan-2016 
(Open until filled)
","
02-Jul-2015
","
open
"
"
DFKI GmbH
","
Germany
: Berlin
","
Researcher 
","
Computational Linguistics;
Semantics;
Syntax;
Translation 
","
31-Oct-2015 
(Open until filled)
","
02-Jul-2015
","
open
"
"
Google
","
USA
: California
","
Junior Linguist
","
Morphology;
Semantics;
Syntax;
English 
","
01-Dec-2015
","
02-Jul-2015
","
closed
"
"
DFKI GmbH
","
Germany
: Berlin
","
Researcher 
","
Computational Linguistics;
Translation
","
30-Sep-2015 
(Open until filled)
","
01-Jul-2015
","
open
"
"
Universitaet Leipzig
","
Germany
: Leipzig
","
Post Doc 
","
Linguistic Theories;
Morphology;
Phonology;
Syntax 
","
20-Jul-2015
","
29-Jun-2015
","
closed
"
"
Ecole normale superieure
","
France
: Paris
","
Assistant Professor 
Professeur des universités
","
General Linguistics
","
31-May-2016 
(Open until filled)
","
29-Jun-2015
","
open
"
"
Ecole normale superieure
","
France
: Paris
","
Full Professor 
Professeur des universités
","
General Linguistics
","
31-May-2016 
(Open until filled)
","
29-Jun-2015
","
open
"
"
Ecole normale superieure
","
France
: Paris
","
Associate Professor 
Professeur des universités
","
General Linguistics
","
31-May-2016 
(Open until filled)
","
29-Jun-2015
","
open
"
"
UMass Boston
","
USA
: Massachusetts
","
Researcher 
","
Applied Linguistics
","
27-Jul-2015
","
26-Jun-2015
","
closed
"
"
Washington University
","
USA
: Missouri
","
Assistant Professor 
","
General Linguistics;
Psycholinguistics
","
15-Sep-2015
","
26-Jun-2015
","
closed
"
"
UMass Boston
","
USA
: Massachusetts
","
Post Doc 
","
Applied Linguistics
","
27-Jul-2015
","
26-Jun-2015
","
closed
"
"
LABEX Empirical Foundations of Linguistics (EFL), Paris
","
France
: Ile-de-France
","
Post Doc 
","
Historical Linguistics;
Morphology;
Sociolinguistics;
Syntax; 
Typology
","
27-Jul-2015
","
25-Jun-2015
","
closed
"
"
Idibon
","
USA
: California
","
Manager 
Annotation Manager
","
General Linguistics;
Text/Corpus Linguistics;
Japanese
","
09-Jul-2015
","
25-Jun-2015
","
closed
"
"
University of Birmingham
","
United Kingdom
: Birmingham
","
Lecturer 
","
Applied Linguistics;
English
","
10-Jul-2015
","
25-Jun-2015
","
closed
"
"
University of Tübingen
","
Germany
: Baden-Württemberg
","
Post Doc 
","
Phonetics;
Phonology;
Psycholinguistics
","
20-Jul-2015
","
24-Jun-2015
","
closed
"
"
Moravia
","
USA
","
Localization Solutions Architect
","
Computational Linguistics;
General Linguistics;
Text/Corpus Linguistics;
Translation 
","
31-Aug-2015 
(Open until filled)
","
24-Jun-2015
","
open
"
"
KU Leuven (University of Leuven)
","
Belgium
: Leuven
","
Post Doc 
","
Computational Linguistics;
Semantics;
Sociolinguistics;
Text/Corpus Linguistics 
","
15-Jul-2015
","
23-Jun-2015
","
closed
"
"
Nuance Communications
","
----------------
","
Annotator
","
Computational Linguistics;
General Linguistics;
Czech;
Polish; 
Swedish;
Turkish
","
31-Aug-2015
","
22-Jun-2015
","
closed
"
"
Nuance Communications
","
USA
","
NLU Engineer
","
Computational Linguistics;
Korean
","
31-Oct-2015 
(Open until filled)
","
22-Jun-2015
","
open
"
"
Nuance Communications
","
Belgium
: Merelbeke
","
Language Engineer
","
Computational Linguistics;
General Linguistics;
Text/Corpus Linguistics;
Malay 
","
31-Aug-2015 
(Open until filled)
","
22-Jun-2015
","
open
"
"
Nuance Communications
","
----------------
","
Consultant 
NLU Consultant
","
Computational Linguistics;
Czech;
Polish;
Swedish; 
Turkish
","
26-Aug-2015
","
22-Jun-2015
","
closed
"
"
Google, Inc.
","
Czech Republic
: Prague
","
Manager 
Analytic Linguistic Project Manager
","
Computational Linguistics;
Morphology;
Semantics;
Syntax; 
Lexicography;
Czech
","
19-Jul-2015 
(Open until filled)
","
21-Jun-2015
","
open
"
"
Google, Inc.
","
Czech Republic
: Prague
","
Analytic Linguistic Project Manager
","
Computational Linguistics;
Morphology;
Semantics;
Syntax; 
Lexicography;
Czech
","
19-Jul-2015 
(Open until filled)
","
21-Jun-2015
","
open
"
"
Google, Inc.
","
Czech Republic
: Prague
","
Junior Linguist
","
Computational Linguistics;
Morphology;
Semantics;
Syntax; 
Czech
","
19-Jul-2015 
(Open until filled)
","
21-Jun-2015
","
open
"
"
University of Pennsylvania
","
USA
: Pennsylvania
","
Post Doc 
","
Computational Linguistics;
Text/Corpus Linguistics
","
31-Dec-2015 
(Open until filled)
","
19-Jun-2015
","
open
"
"
University of Reading
","
United Kingdom
: Berkshire
","
Full Professor 
","
Psycholinguistics;
Neurolinguistics;
Language Acquisition;
Bilingualism/Multilingualism 
","
20-Jul-2015
","
19-Jun-2015
","
closed
"
"
H5
","
USA
: California
","
Researcher 
Strategic Search Consultant
","
Computational Linguistics;
Text/Corpus Linguistics
","
16-Dec-2015
","
19-Jun-2015
","
open
"
"
Google, Inc.
","
----------------
","
Contractor
","
Computational Linguistics;
General Linguistics;
Burmese
","
30-Jun-2015
","
19-Jun-2015
","
closed
"
"
University of Oregon
","
USA
: Oregon
","
Instructor 
","
Applied Linguistics;
Japanese
","
16-Jul-2015 
(Open until filled)
","
18-Jun-2015
","
open
"
"
Heinrich-Heine-Universität
","
Germany
: Düsseldorf
","
Temporary PhD position
","
Morphology;
Phonology
","
01-Aug-2015 
(Open until filled)
","
17-Jun-2015
","
open
"
"
University of Klagenfurt
","
Austria
: Klagenfurt, Carinthia
","
Senior Lecturer 
","
Applied Linguistics;
English
","
08-Jul-2015
","
17-Jun-2015
","
closed
"
"
University of Hamburg
","
Germany
: Hamburg
","
Researcher 
","
Applied Linguistics;
Sociolinguistics;
Language Acquisition
","
30-Jun-2015
","
16-Jun-2015
","
closed
"
"
Appen
","
USA
: California
","
Consultant 
Linguist
","
General Linguistics;
Danish;
Dutch;
French; 
Norwegian Bokmål;
Swedish
","
31-Aug-2015 
(Open until filled)
","
15-Jun-2015
","
open
"
"
Japan Center for Michigan Universities (JCMU)
","
Japan
: Hikone, Shiga Prefecture
","
Manager 
English Program Coordinator
","
Applied Linguistics;
English
","
26-Jun-2015
","
14-Jun-2015
","
closed
"
"
Japan Center for Michigan Universities (JCMU)
","
Japan
: Hikone, Shiga Prefecture
","
English Program Coordinator
","
Applied Linguistics;
English
","
26-Jun-2015
","
14-Jun-2015
","
closed
"
"
Japan Center for Michigan Universities (JCMU)
","
Japan
: Hikone, Shiga Prefecture
","
Instructor 
English Program Coordinator
","
Applied Linguistics;
English
","
26-Jun-2015
","
14-Jun-2015
","
closed
"
"
Japan Center for Michigan Universities (JCMU)
","
Japan
: Hikone, Shiga Prefecture
","
Teacher 
English Program Coordinator
","
Applied Linguistics;
English
","
26-Jun-2015
","
14-Jun-2015
","
closed
"
"
VL247
","
USA
","
Instructor 
","
Applied Linguistics;
Finnish;
French;
German; 
Greek, Modern;
Japanese;
Korean;
Khmer, Central; 
Norwegian Bokmål;
Swahili;
Tagalog
","
12-Dec-2015 
(Open until filled)
","
14-Jun-2015
","
open
"
"
VL247
","
USA
","
Teacher 
","
Applied Linguistics;
Finnish;
French;
German; 
Greek, Modern;
Japanese;
Korean;
Khmer, Central; 
Norwegian Bokmål;
Swahili;
Tagalog
","
12-Dec-2015 
(Open until filled)
","
14-Jun-2015
","
open
"
"
University of Kansas
","
USA
: Kansas
","
Manager 
","
Applied Linguistics
","
17-Aug-2015
","
11-Jun-2015
","
closed
"
"
National Chiao Tung University
","
Taiwan
: Hsinchu City
","
Full Professor 
","
Phonetics;
Phonology
","
11-Dec-2015 
(Open until filled)
","
11-Jun-2015
","
open
"
"
National Chiao Tung University
","
Taiwan
: Hsinchu City
","
Asst/Assoc Professor 
","
Phonetics;
Phonology
","
11-Dec-2015 
(Open until filled)
","
11-Jun-2015
","
open
"
"
Rutgers University, New Brunswick
","
USA
: New Jersey
","
Lecturer 
","
Phonology
","
07-Aug-2015
","
11-Jun-2015
","
closed
"
"
Artificial Solutions
","
Netherlands
: Utrecht
","
Technical Linguist/Knowledge Engineer
","
Computational Linguistics;
General Linguistics;
Dutch
","
10-Jul-2015
","
10-Jun-2015
","
closed
"
"
Lionbridge
","
----------------
","
Linguistics and Computational Linguists
","
Computational Linguistics;
General Linguistics;
Icelandic
","
30-Jun-2015
","
10-Jun-2015
","
closed
"
"
Google, Inc.
","
Thailand
: Bangkok
","
Junior Linguist
","
Computational Linguistics;
General Linguistics;
Vietnamese
","
30-Nov-2015 
(Open until filled)
","
10-Jun-2015
","
closed
"
"
University of Pennsylvania
","
USA
: Pennsylvania
","
Asst/Assoc Professor 
","
Applied Linguistics
","
(Open until filled)
","
10-Jun-2015
","
closed
"
"
BNU-HKBU United International College
","
China
: Zhuhai, Guangdong
","
Rank Open 
","
Applied Linguistics;
English
","
31-Aug-2015 
(Open until filled)
","
10-Jun-2015
","
closed
"
"
LinguaLinx Inc.
","
USA
: New York
","
Manager 
","
Translation
","
09-Dec-2015
","
09-Jun-2015
","
closed
"
"
University of Gothenburg
","
Sweden
: Gothenburg
","
Senior Lecturer 
","
General Linguistics;
Ling & Literature;
French
","
17-Jun-2015
","
09-Jun-2015
","
closed
"
"
Google, Inc.
","
Thailand
: Bangkok
","
Manager 
Analytic Linguistic Project Manager
","
Computational Linguistics;
General Linguistics;
Vietnamese
","
30-Nov-2015 
(Open until filled)
","
09-Jun-2015
","
closed
"
"
Artificial Solutions
","
Spain
: Barcelona
","
Computational Linguist, Knowledge Engineer, Technical Linguist
","
Computational Linguistics;
General Linguistics;
Chinese, Mandarin
","
01-Sep-2015 
(Open until filled)
","
08-Jun-2015
","
closed
"
"
Texas A&M University
","
USA
: Texas
","
Lecturer 
","
Applied Linguistics;
Spanish
","
15-Jul-2015
","
07-Jun-2015
","
closed
"
"
Aston University
","
United Kingdom
: Birmingham
","
Lecturer 
","
Applied Linguistics;
General Linguistics;
Psycholinguistics
","
26-Jun-2015
","
05-Jun-2015
","
closed
"
"
Lionbridge
","
----------------
","
Computational Linguist
","
Computational Linguistics;
Phonetics;
Phonology;
Spanish 
","
(Open until filled)
","
04-Jun-2015
","
closed
"
"
Haskins Laboratories
","
USA
: Connecticut
","
Post Doc 
","
Phonetics
","
01-Dec-2015 
(Open until filled)
","
03-Jun-2015
","
closed
"
"
LinguaLinx Inc.
","
USA
: New York
","
Manager 
","
Translation
","
02-Dec-2015
","
02-Jun-2015
","
closed
"
"
Indiana University Bloomington
","
USA
: Indiana
","
Post Doc 
","
Language Acquisition
","
(Open until filled)
","
02-Jun-2015
","
closed
"
"
Indiana University
","
USA
: Indiana
","
Post Doc 
","
Computational Linguistics;
Text/Corpus Linguistics;
Cognitive Science
","
01-Aug-2015 
(Open until filled)
","
02-Jun-2015
","
closed
"
"
University of South Carolina
","
USA
: South Carolina
","
Post Doc 
","
General Linguistics
","
","
02-Jun-2015
","
"
"
Adecco UK
",,"
Language Engineer
","
Computational Linguistics;
Tagalog;
Pilipino
","
01-Jun-2016 
(Open until filled)
","
01-Jun-2015
","
closed
"
"
University of Oslo
","
Norway
: Oslo
","
Post Doc 
","
Computational Linguistics;
Semantics;
Syntax
","
01-Aug-2015
","
01-Jun-2015
","
closed
"
"
Verilogue, Inc.
","
Korea, South
: Seoul
","
Consultant 
","
Applied Linguistics;
Discourse Analysis;
Sociolinguistics;
Korean 
","
30-Sep-2015
","
01-Jun-2015
","
closed
"
"
University of Oslo
","
Norway
: Oslo
","
Associate Professor 
","
Multilingualism
","
22-Jun-2015
","
29-May-2015
","
closed
"
"
Lionbridge
","
----------------
","
Computational Linguists
","
Computational Linguistics;
Dutch;
English;
Hungarian 
","
30-Jun-2015
","
28-May-2015
","
closed
"
"
Lionbridge
","
France
: Paris
","
Computational Linguists
","
Computational Linguistics;
Hebrew
","
07-Dec-2015
","
28-May-2015
","
closed
"
"
IXL Learning
","
USA
: California
","
Language Arts Curriculum Designer
","
Applied Linguistics;
English
","
30-Sep-2015 
(Open until filled)
","
27-May-2015
","
closed
"
"
University of Massachusetts Medical School
","
USA
: Massachusetts
","
Post Doc 
","
Computational Linguistics
","
27-Nov-2015 
(Open until filled)
","
27-May-2015
","
closed
"
"
IXL Learning
","
USA
: California
","
Researcher 
Language Arts Curriculum Designer
","
Applied Linguistics;
English
","
30-Sep-2015 
(Open until filled)
","
27-May-2015
","
closed
"
"
Hamburg University
","
Germany
: Hamburg
","
Researcher 
","
Computational Linguistics;
Text/Corpus Linguistics;
Semitic
","
17-Jun-2015
","
26-May-2015
","
closed
"
"
Universidad de los Andes-Colombia
","
Colombia
: Bogotá
","
Assistant Professor 
","
Applied Linguistics;
English
","
31-Jul-2015
","
25-May-2015
","
closed
"
"
University of Illinois at Urbana-Champaign
","
USA
: Illinois
","
Lecturer 
","
Applied Linguistics;
English
","
05-Jun-2015
","
22-May-2015
","
closed
"
"
Houghton College
","
USA
: New York
","
Asst/Assoc Professor 
","
General Linguistics
","
30-Jun-2015 
(Open until filled)
","
22-May-2015
","
closed
"
"
The University of Nottingham Ningbo China
","
China
: Ningbo City
","
Full Professor 
","
Applied Linguistics
","
15-Jun-2015 
(Open until filled)
","
21-May-2015
","
closed
"
"
University of Fribourg
","
Switzerland
: Fribourg
","
Associate Professor 
","
Applied Linguistics;
Language Acquisition;
French
","
01-Sep-2015
","
21-May-2015
","
closed
"
"
Holland Bloorview Kids Rehabilitation Hospital
","
Canada
: Toronto
","
Assistant Professor 
Clinician Scientist/Assistant Professor
","
Psycholinguistics;
Speech Language Pathology
","
05-Jun-2015
","
21-May-2015
","
closed
"
"
Holland Bloorview Kids Rehabilitation Hospital
","
Canada
: Toronto
","
Scientist 
Clinician Scientist/Assistant Professor
","
Psycholinguistics;
Speech Language Pathology
","
05-Jun-2015
","
21-May-2015
","
closed
"
"
University of Tromsø - The Arctic University of Norway
","
Norway
: Tromsø
","
Post Doc 
","
General Linguistics;
Morphology;
Psycholinguistics;
Syntax; 
Language Acquisition
","
01-Aug-2015
","
21-May-2015
","
closed
"
"
Adecco UK
","
United Kingdom
: London
","
Speech Linguistic Project Manager
","
Computational Linguistics;
Phonetics;
English
","
21-May-2016 
(Open until filled)
","
21-May-2015
","
closed
"
"
Adecco UK
","
United Kingdom
: London
","
Speech Data Evaluator
","
Computational Linguistics;
Phonetics;
English;
Slovak 
","
21-May-2016 
(Open until filled)
","
21-May-2015
","
closed
"
"
Employment Agency Contracting for Google
","
USA
","
Manager 
Speech Linguistic Project Manager
","
Computational Linguistics;
Phonetics;
Phonology
","
31-Aug-2015 
(Open until filled)
","
20-May-2015
","
closed
"
"
Employment Agency Contracting for Google
","
Philippines
: Manila
","
Speech Data Evaluator
","
General Linguistics;
Phonetics;
Phonology;
English; 
Pilipino
","
01-Aug-2015 
(Open until filled)
","
20-May-2015
","
closed
"
"
Employment Agency Contracting for Google
","
Philippines
: Manila
","
Manager 
Linguistic Project Manager
","
Computational Linguistics;
General Linguistics;
Phonetics;
Phonology; 
English;
Pilipino
","
01-Aug-2015 
(Open until filled)
","
20-May-2015
","
closed
"
"
The Boeing Company
","
USA
: Alabama
","
Advanced Info Technologist Text Analytics
","
Computational Linguistics
","
13-Jul-2015
","
19-May-2015
","
closed
"
"
Employment Agency Contracting for Google
","
Taiwan
: Taipei
","
Manager 
Linguistic Project Manager
","
Computational Linguistics;
Phonetics;
Phonology;
Vietnamese 
","
14-Aug-2015 
(Open until filled)
","
18-May-2015
","
closed
"
"
University of Lausanne
","
Switzerland
: Lausanne
","
Associate Professor 
","
Computational Linguistics
","
15-Jul-2015
","
18-May-2015
","
closed
"
"
Employment Agency Contracting for Google
","
Taiwan
: Taipei
","
Speech Data Evaluator
","
General Linguistics;
Phonetics;
Vietnamese
","
31-Dec-2015 
(Open until filled)
","
18-May-2015
","
closed
"
